
. Module name, SLE, CFG, ARI1, BUFFER, MACC_PA, RAM1K20, RAM64X12, GLOBAL, IO
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_77s_0_1_3_2, 150, 81, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_78s_0_1_3_2, 66, 45, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_78s_0_1_3_3, 66, 46, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_83s_0_1_3_2, 146, 79, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_SlvDataWidthConverter_Z44, 934, 1683, 360, 0, 0, 0, 9, 0, 0
.	.	.	.	.	.	. caxi4interconnect_DownConverter_16s_64s_32s_38s_9s_1s_8s_4s_0, 934, 1683, 360, 0, 0, 0, 9, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_DWC_DownConv_readWidthConv_32s_16s_46s_64s_38s_9s_1s_0_1s, 468, 949, 139, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_DWC_DownConv_CmdFifoWriteCtrl_38s_9s_1s_64s_32s_46s_0_1s_0_1, 135, 327, 73, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_DWC_DownConv_Hold_Reg_Rd_46s_9s, 64, 46, 6, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_Hold_Reg_Ctrl_caxi4interconnect_SlaveConvertor_Z50_1, 1, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_DWC_DownConv_preCalcCmdFifoWrCtrl_32s_64s_38s_1s_9s_0_3s_7s_1s, 83, 159, 31, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_Hold_Reg_Ctrl_caxi4interconnect_SlaveConvertor_Z50_2, 1, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_DWC_DownConv_widthConvrd_46s_1s_9s_32s_64s_1s, 170, 378, 29, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_FIFO_16s_46s_46s_15s_128s_16s_4s_128s_15s_caxi4interconnect_SlaveConvertor_Z50_0, 16, 39, 0, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_FIFO_CTRL_16s_15s_128s_4s_16s_0s_1_1_1, 16, 39, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_RAM_BLOCK_16s_4s_46s_0s_0, 0, 0, 0, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_DWC_DownConv_writeWidthConv_Z45, 466, 734, 221, 0, 0, 0, 5, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_DWC_DownConv_CmdFifoWriteCtrl_38s_9s_1s_64s_32s_46s_0_512s_0_1, 135, 332, 70, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_DWC_DownConv_Hold_Reg_Wr_46s_9s, 46, 22, 8, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_Hold_Reg_Ctrl_caxi4interconnect_SlaveConvertor_Z50, 1, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_DWC_DownConv_preCalcCmdFifoWrCtrl_32s_64s_38s_1s_9s_1_3s_7s_1s, 83, 164, 38, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_Hold_Reg_Ctrl_caxi4interconnect_SlaveConvertor_Z50_0, 1, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_DWC_DownConv_widthConvwr_64s_32s_1s_46s_8s_4s_9s, 159, 120, 105, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_DWC_brespCtrl_1s_9s, 11, 15, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_FIFO_16s_10s_10s_15s_128s_16s_4s_128s_15s, 16, 42, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_FIFO_CTRL_16s_15s_128s_4s_16s_0s_1_1_0, 16, 42, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_RAM_BLOCK_16s_4s_10s_0s, 0, 0, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_FIFO_16s_46s_46s_15s_128s_16s_4s_128s_15s_caxi4interconnect_SlaveConvertor_Z50, 16, 39, 0, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_FIFO_CTRL_16s_15s_128s_4s_16s_0s_1_1, 16, 39, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_RAM_BLOCK_16s_4s_46s_0s, 0, 0, 0, 0, 0, 0, 4, 0, 0
.	.	.	.	.	. caxi4interconnect_SlvProtocolConverter_Z46, 200, 314, 252, 0, 0, 4, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_SlvAxi4ProtocolConv_0s_1_38s_32s_1s_9s_8s_9s_8s_1s, 200, 314, 252, 0, 0, 4, 0, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_SlvAxi4ProtConvRead_Z48, 98, 158, 126, 0, 0, 2, 0, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_FifoDualPort_0_2s_8s_17s_1_1_0, 28, 38, 17, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_DualPort_RAM_SyncWr_SyncRd_8s_17s_0s_256s_0, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_FifoDualPort_0_2s_9s_43s_1, 31, 25, 29, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_DualPort_RAM_SyncWr_SyncRd_9s_43s_0s_512s, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_SlvAxi4ProtConvWrite_Z47, 102, 156, 126, 0, 0, 2, 0, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_FifoDualPort_0_2s_8s_17s_1_1, 28, 37, 17, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_DualPort_RAM_SyncWr_SyncRd_8s_17s_0s_256s, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_FifoDualPort_0_2s_9s_37s_1, 31, 23, 29, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_DualPort_RAM_SyncWr_SyncRd_9s_37s_0s_512s, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	. caxi4interconnect_SlaveConvertor_Z54, 494, 414, 32, 0, 0, 0, 8, 0, 0
.	.	.	.	.	. caxi4interconnect_RegisterSlice_1_1_1_1_9s_38s_64s_0s_1s_1, 438, 234, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_12s_0_1_3_3, 18, 12, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_77s_0_1_3_5, 148, 77, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_78s_0_1_3_5, 68, 37, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_78s_0_1_3_6, 56, 31, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_83s_0_1_3_1_COREAXI4INTERCONNECT_Z40, 148, 77, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_SlvProtocolConverter_Z52, 56, 180, 32, 0, 0, 0, 8, 0, 0
.	.	.	.	.	.	. caxi4interconnect_SlvAxi4ProtConvAXI4ID_1_9s_8s_0_2, 28, 90, 16, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_FIFO_256s_9s_9s_255s_0s_256s_8s_0s_255s_COREAXI4INTERCONNECT_Z40_1_0, 28, 84, 16, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_FIFO_CTRL_256s_255s_0s_8s_256s_0s_COREAXI4INTERCONNECT_Z40_0, 28, 76, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_RAM_BLOCK_256s_8s_9s_0s_5_0, 0, 8, 16, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	. caxi4interconnect_SlvAxi4ProtConvAXI4ID_1_9s_8s_0_3, 28, 90, 16, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_FIFO_256s_9s_9s_255s_0s_256s_8s_0s_255s_COREAXI4INTERCONNECT_Z40_1, 28, 84, 16, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_FIFO_CTRL_256s_255s_0s_8s_256s_0s_COREAXI4INTERCONNECT_Z40, 28, 76, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_RAM_BLOCK_256s_8s_9s_0s_5, 0, 8, 16, 0, 0, 0, 4, 0, 0
.	.	. MSS_LSRAM, 246, 271, 62, 0, 0, 8, 0, 0, 0
.	.	.	. MSS_LSRAM_COREAXI4SRAM_0_COREAXI4SRAM_Z55, 246, 267, 62, 0, 0, 0, 0, 0, 0
.	.	.	.	. MSS_LSRAM_COREAXI4SRAM_0_CoreAXI4SRAM_MAINCTRL_Z56, 236, 267, 62, 0, 0, 0, 0, 0, 0
.	.	.	.	. MSS_LSRAM_COREAXI4SRAM_0_CoreAXI4SRAM_SLVIF_64s_32s_1s_1s_1s_2048s_1s_8s, 10, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	. MSS_LSRAM_PF_TPSRAM_AHB_AXI_0_PF_TPSRAM, 0, 4, 0, 0, 0, 8, 0, 0, 0
.	. FIC_1_PERIPHERALS, 2216, 1515, 120, 0, 0, 0, 16, 3, 0
.	.	. AXI_ADDRESS_SHIM, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	. FIC_1_INITIATOR, 1114, 741, 64, 0, 0, 0, 8, 1, 0
.	.	.	. COREAXI4INTERCONNECT_Z58, 1114, 741, 64, 0, 0, 0, 8, 1, 0
.	.	.	.	. caxi4interconnect_MasterConvertor_Z43_1, 528, 279, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_RegisterSlice_1_1_1_1_8s_38s_64s_0s_1s_1, 528, 279, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_11s_0_1_3_3, 22, 14, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_76s_0_1_3_3, 152, 79, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_77s_0_1_3_3, 100, 53, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_77s_0_1_3_4, 106, 56, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_82s_0_1_3_3, 148, 77, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. caxi4interconnect_ResetSycnc_COREAXI4INTERCONNECT_Z58, 2, 0, 0, 0, 0, 0, 0, 1, 0
.	.	.	.	. caxi4interconnect_SlaveConvertor_Z61, 584, 462, 64, 0, 0, 0, 8, 0, 0
.	.	.	.	.	. caxi4interconnect_RegisterSlice_1_1_1_1_9s_38s_64s_0s_1s_2, 528, 294, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_12s_0_1_3_4, 22, 14, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_77s_0_1_3_6, 152, 85, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_78s_0_1_3_0, 106, 59, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_78s_0_1_3_1, 100, 56, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_83s_0_1_3_4, 148, 80, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_SlvProtocolConverter_Z60, 56, 168, 64, 0, 0, 0, 8, 0, 0
.	.	.	.	.	.	. caxi4interconnect_SlvAxi4ProtConvAXI4ID_1_9s_8s_0_4, 28, 86, 32, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_FIFO_256s_9s_9s_255s_0s_256s_8s_0s_255s_COREAXI4INTERCONNECT_Z58_0, 28, 80, 32, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_FIFO_CTRL_256s_255s_0s_8s_256s_0s_COREAXI4INTERCONNECT_Z58_1, 28, 72, 16, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_RAM_BLOCK_256s_8s_9s_0s_0, 0, 8, 16, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	. caxi4interconnect_SlvAxi4ProtConvAXI4ID_1_9s_8s_0_5, 28, 82, 32, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_FIFO_256s_9s_9s_255s_0s_256s_8s_0s_255s_COREAXI4INTERCONNECT_Z58, 28, 76, 32, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_FIFO_CTRL_256s_255s_0s_8s_256s_0s_COREAXI4INTERCONNECT_Z58, 28, 68, 16, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_RAM_BLOCK_256s_8s_9s_0s, 0, 8, 16, 0, 0, 0, 4, 0, 0
.	.	. PCIE_INITIATOR, 1022, 709, 44, 0, 0, 0, 8, 1, 0
.	.	.	. COREAXI4INTERCONNECT_Z64, 1022, 709, 44, 0, 0, 0, 8, 1, 0
.	.	.	.	. caxi4interconnect_MasterConvertor_Z67, 482, 280, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_RegisterSlice_1_1_1_1_1_4s_38s_64s_0s_1s, 482, 280, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_72s_0_1_3_3, 144, 78, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_73s_0_1_3_0, 92, 53, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_73s_0_1_3_1, 88, 53, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_78s_0_1_3_7, 148, 83, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_7s_0_1_3_2, 10, 13, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. caxi4interconnect_ResetSycnc_COREAXI4INTERCONNECT_Z64, 2, 0, 0, 0, 0, 0, 0, 1, 0
.	.	.	.	. caxi4interconnect_SlaveConvertor_Z71, 538, 429, 44, 0, 0, 0, 8, 0, 0
.	.	.	.	.	. caxi4interconnect_RegisterSlice_1_1_1_1_1_5s_38s_64s_0s_1s, 482, 256, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_73s_0_1_3_3, 144, 75, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_74s_0_1_3_0, 92, 49, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_74s_0_1_3_1, 88, 47, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_79s_0_1_3_2, 148, 77, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_8s_0_1_3_2, 10, 8, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_SlvProtocolConverter_Z69, 56, 173, 44, 0, 0, 0, 8, 0, 0
.	.	.	.	.	.	. caxi4interconnect_SlvAxi4ProtConvAXI4ID_1_5s_8s_0_0, 28, 85, 20, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_FIFO_256s_5s_5s_255s_0s_256s_8s_0s_255s_1, 28, 79, 20, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_FIFO_CTRL_256s_255s_0s_8s_256s_0s_COREAXI4INTERCONNECT_Z64_1, 28, 71, 16, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_RAM_BLOCK_256s_8s_5s_0s_1, 0, 8, 4, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	. caxi4interconnect_SlvAxi4ProtConvAXI4ID_1_5s_8s_0_1, 28, 88, 24, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_FIFO_256s_5s_5s_255s_0s_256s_8s_0s_255s_0, 28, 82, 24, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_FIFO_CTRL_256s_255s_0s_8s_256s_0s_COREAXI4INTERCONNECT_Z64, 28, 74, 16, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_RAM_BLOCK_256s_8s_5s_0s_0, 0, 8, 8, 0, 0, 0, 4, 0, 0
.	.	. PF_PCIE_C0, 80, 63, 12, 0, 0, 0, 0, 1, 0
.	.	.	. PF_PCIE_C0_PF_PCIE_C0_0_PF_PCIE, 80, 63, 12, 0, 0, 0, 0, 1, 0
.	.	.	.	. G5_APBLINK_MASTER_Z62, 80, 63, 12, 0, 0, 0, 0, 0, 0
.	. FIC_3_PERIPHERALS, 864, 1635, 311, 0, 0, 4, 0, 0, 2
.	.	. CORE_I2C_C0_0_WRAPPER, 96, 344, 10, 0, 0, 0, 0, 0, 2
.	.	.	. COREI2C_C0, 96, 344, 10, 0, 0, 0, 0, 0, 0
.	.	.	.	. COREI2C_C0_COREI2C_C0_0_COREI2C_Z93, 96, 344, 10, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. COREI2C_COREI2CREAL_Z94, 88, 342, 10, 0, 0, 0, 0, 0, 0
.	.	. CoreUARTapb_C0, 195, 180, 70, 0, 0, 2, 0, 0, 0
.	.	.	. CoreUARTapb_C0_CoreUARTapb_C0_0_CoreUARTapb_Z73, 195, 180, 70, 0, 0, 2, 0, 0, 0
.	.	.	.	. CoreUARTapb_C0_CoreUARTapb_C0_0_COREUART_1s_1s_0s_27s_0s_0s, 171, 142, 70, 0, 0, 2, 0, 0, 0
.	.	.	.	.	. CoreUARTapb_C0_CoreUARTapb_C0_0_Clock_gen_0s_0s, 19, 10, 14, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. CoreUARTapb_C0_CoreUARTapb_C0_0_Rx_async_0s_1s_0s_1s_2s_3s, 39, 65, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. CoreUARTapb_C0_CoreUARTapb_C0_0_Tx_async_0s_1s_0s_1s_2s_3s_4s_5s_6s, 23, 27, 5, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. CoreUARTapb_C0_CoreUARTapb_C0_0_fifo_256x8_0s_0s, 33, 6, 25, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	. CoreUARTapb_C0_CoreUARTapb_C0_0_fifo_ctrl_256_0s_256s_8s_8s, 33, 6, 25, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	.	. CoreUARTapb_C0_CoreUARTapb_C0_0_ram256x8_g5, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	. CoreUARTapb_C0_CoreUARTapb_C0_0_fifo_256x8_0s_0s_0, 33, 6, 26, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	. CoreUARTapb_C0_CoreUARTapb_C0_0_fifo_ctrl_256_0s_256s_8s_8s_0, 33, 6, 26, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	.	. CoreUARTapb_C0_CoreUARTapb_C0_0_ram256x8_g5_0, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	. FIC_3_ADDRESS_GENERATION, 0, 208, 0, 0, 0, 0, 0, 0, 0
.	.	.	. APB_ARBITER_28s, 0, 111, 0, 0, 0, 0, 0, 0, 0
.	.	.	. FIC_3_0x4000_0xxx, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. CoreAPB3_Z76, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. COREAPB3_MUXPTOB3_2, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	. FIC_3_0x4FFF_Fxxx, 0, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. CoreAPB3_Z74, 0, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	. FIC_3_0x4xxx_xxxx, 0, 90, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. CoreAPB3_Z75, 0, 90, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. COREAPB3_MUXPTOB3_1, 0, 79, 0, 0, 0, 0, 0, 0, 0
.	.	. GPIO, 4, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	. GPIO_GPIO_0_CoreGPIO_Z72, 4, 5, 0, 0, 0, 0, 0, 0, 0
.	.	. MIV_IHC_C0, 307, 869, 5, 0, 0, 2, 0, 0, 0
.	.	.	. MIV_IHC_C0_MIV_IHC_C0_0_MIV_IHC_Z90, 307, 869, 5, 0, 0, 2, 0, 0, 0
.	.	.	.	. miv_ihc_core_Z79, 307, 865, 5, 0, 0, 2, 0, 0, 0
.	.	.	.	.	. miv_ihc_address_controller_Z77, 0, 456, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihc_apb_target_0s_32s_32s, 37, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihc_channel_Z80, 11, 26, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihc_channel_Z81, 11, 24, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihc_channel_Z82, 11, 24, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihc_channel_Z83, 11, 24, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihc_channel_Z84, 11, 22, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihc_channel_Z85, 11, 22, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihc_channel_Z86, 11, 23, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihc_channel_Z87, 11, 23, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihc_channel_Z88, 11, 24, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihc_channel_Z89, 11, 22, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihc_interrupt_module_0s_8s_32s_0_8_0, 32, 29, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihc_interrupt_module_0s_8s_32s_0_8_1, 32, 24, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihc_interrupt_module_0s_8s_32s_0_8_2, 32, 26, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihc_interrupt_module_0s_8s_32s_0_8_3, 32, 26, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihc_interrupt_module_0s_8s_32s_0_8_4, 32, 26, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihc_mailbox_address_decoder_Z78, 0, 38, 5, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihc_ram_singleport_addreg_128s_7s_32s, 0, 0, 0, 0, 0, 2, 0, 0, 0
.	.	. corepwm_C0, 259, 25, 226, 0, 0, 0, 0, 0, 0
.	.	.	. corepwm_Z91, 259, 25, 226, 0, 0, 0, 0, 0, 0
.	.	.	.	. corepwm_pwm_gen_1s_32s_0_0s, 1, 5, 48, 0, 0, 0, 0, 0, 0
.	.	.	.	. corepwm_reg_if_Z92, 194, 19, 32, 0, 0, 0, 0, 0, 0
.	.	.	.	. corepwm_timebase_32s_0s, 64, 1, 146, 0, 0, 0, 0, 0, 0
.	.	. fabric_sd_emmc_demux_select, 3, 4, 0, 0, 0, 0, 0, 0, 0
.	. MSS_WRAPPER, 0, 2, 0, 0, 0, 0, 0, 0, 114
.	.	. ICICLE_MSS, 0, 2, 0, 0, 0, 0, 0, 0, 93
